Id,Title,Description,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1215,Barbell Hip Thrust,"The barbell hip thrust is an exercise that engages the posterior chain, particular the glutes. It involves fully extending your hips while holding a weighted barbell across the midsection.",Powerlifting,Glutes,Barbell,Intermediate,9.1,Average
1216,Kneeling Squat,,Powerlifting,Glutes,Barbell,Beginner,8.6,Average
1217,Kneeling Jump Squat,,Olympic Weightlifting,Glutes,Barbell,Beginner,7.6,Average
1219,Kettlebell thruster,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clea",Strength,Glutes,Kettlebells,Intermediate,8.6,Average
1226,Suspended Hip Thrust,,Strength,Glutes,Other,Beginner,0.0,
1227,Single-leg cable hip extension,"The single-leg cable hip extension is an isolation exercise that targets the glutes, specifically the gluteus maximus. It is a common burnout movement on a lower-body focused day and is usually performed for moderate to high reps, such as 8-12 reps per s",Strength,Glutes,Cable,Intermediate,9.0,Average
1228,Pull Through,,Strength,Glutes,Cable,Beginner,7.4,Average
1232,Glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands.",Strength,Glutes,Body Only,Intermediate,8.8,Average
1233,Single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",Strength,Glutes,Body Only,Intermediate,8.8,Average
1234,Step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motio",Strength,Glutes,Body Only,Intermediate,8.7,Average
1235,Glute Kickback,,Strength,Glutes,Body Only,Beginner,8.3,Average
1236,Standing hip extension,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up.,Strength,Glutes,Body Only,Beginner,6.5,Average
1237,Lying glute stretch,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynami",Stretching,Glutes,Body Only,Intermediate,4.8,Average
1238,Knee Across The Body,,Stretching,Glutes,Body Only,Intermediate,3.5,Average
1239,Seated Glute,,Stretching,Glutes,Body Only,Beginner,3.1,Average
1240,Lying Glute,,Stretching,Glutes,Body Only,Beginner,3.0,Average
1241,One Knee To Chest,,Stretching,Glutes,Body Only,Intermediate,2.7,Average
1242,Seated Glute Stretch,,Stretching,Glutes,Body Only,Beginner,0.0,
1243,Neck Bridge Supine,,Strength,Glutes,Body Only,Beginner,0.0,
1287,Exercise ball hip thrust,"The exercise ball hip thrust is a simple yet effective way to work the glutes and hamstrings. Proper form is essential to really feel the burn in the glutes, and the ball can help guide you into the right form better than a bench, which is the usual supp",Strength,Glutes,Exercise Ball,Intermediate,7.8,Average
1288,Downward Facing Balance,,Strength,Glutes,Exercise Ball,Beginner,4.0,Average
1289,Band Good Morning (Pull Through),,Powerlifting,Hamstrings,Bands,Beginner,8.3,Average
1290,Standing Hamstring and Calf Stretch,,Stretching,Hamstrings,Bands,Intermediate,6.7,Average
1291,Hamstring-SMR,,Stretching,Hamstrings,Foam Roll,Beginner,5.5,Average
1292,Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the h",Strength,Hamstrings,Barbell,Intermediate,9.4,Average
1293,Clean Deadlift,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.4,Average
1294,Sumo deadlift,The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo d,Powerlifting,Hamstrings,Barbell,Beginner,9.3,Average
1295,Romanian Deadlift from Deficit,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1296,Power Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1297,Power Clean from Blocks,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1298,Snatch Deadlift,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.9,Average
1299,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The powe",Strength,Hamstrings,Barbell,Intermediate,8.7,Average
1300,Hang Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.7,Average
1301,Wide Stance Stiff Legs,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average
1302,Clean,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average
1303,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-foc",Powerlifting,Hamstrings,Barbell,Intermediate,8.5,Average
1304,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,Barbell,Intermediate,8.3,Average
1305,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,Barbell,Intermediate,8.1,Average
1306,Sumo Deadlift with Chains,,Powerlifting,Hamstrings,Barbell,Beginner,7.8,Average
1307,Sumo Deadlift with Bands,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1308,Good Morning off Pins,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1309,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,Barbell,Beginner,0.0,Average
1310,Snatch Pull,,Strength,Hamstrings,Barbell,Beginner,0.0,Average
1311,Hanging Bar Good Morning,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1312,Reverse Band Sumo Deadlift,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1313,Muscle Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1314,Split Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1315,Hang Snatch - Below Knees,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1317,Kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulde",Strength,Hamstrings,Kettlebells,Intermediate,8.7,Average
1318,Kettlebell One-Legged Deadlift,The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle buildin,Strength,Hamstrings,Kettlebells,Intermediate,8.6,Average
1319,Single-arm kettlebell clean,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a",Strength,Hamstrings,Kettlebells,Beginner,8.6,Average
1320,Single-leg kettlebell deadlift,The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle buildin,Strength,Hamstrings,Kettlebells,Intermediate,8.2,Average
1321,Romanian Deadlift with Kettlebell,,Strength,Hamstrings,Kettlebells,Beginner,8.0,Average
1322,Single-arm kettlebell swing,"The single-arm kettlebell swing is a popular exercise emphasizing the muscles of the hamstrings, glutes, and back. Because you are only swinging with one arm at a time, it is also uniquely challenging to the grip and core muscles. It is often used to tra",Strength,Hamstrings,Kettlebells,Intermediate,7.4,Average
1323,Kettlebell Dead Clean,,Strength,Hamstrings,Kettlebells,Beginner,5.3,Average
1324,Alternating Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,4.9,Average
1325,One-Arm Open Palm Kettlebell Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1326,Open Palm Kettlebell Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1327,Kettlebell Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1328,Double Kettlebell Alternating Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1329,Romanian Deadlift With Dumbbells,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even gre",Strength,Hamstrings,Dumbbell,Beginner,9.4,Average
1330,Stiff-Legged Dumbbell Deadlift,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even gre",Strength,Hamstrings,Dumbbell,Intermediate,8.8,Average
